	id	text	misogynous	aggressiveness	clean
2539	2540	"Porca puttana Berardi contro di noi diventa CR7, chi se lo aspettava questo poker da parte sua""Io domani alle 23"""	0	0	"puttana berardi noi cr7 chi se lo questo poker parte sua""io"
2540	2541	Porca puttana se siete stronzi ohLo volete capire che se un* si deve mettere a dieta lo deve fare per sé stess* e la sua salute e non perché spint* dalle battute cretine di quattro deficienti che pensano di essere simpatici?	0	0	puttana stronzi si dieta lo sé stess la sua salute spint battute deficienti che
2541	2542	@CianooH3 @SnipingShowdown madonna puttana cianone che cazzo di sfiga	0	0	@cianooh3 @snipingshowdown madonna puttana cianone che cazzo sfiga
2542	2543	Mia cugina, 15 anni, ho avuto la pietà di censurarla solo per il grado di parentela. Ma che CAZZO di caption è porca puttana guardate se devo essere imparentata con gente tanto ignorante https://t.co/KofSzinVvA	0	0	cugina anni la pietà il grado parentela che caption puttana gente
2543	2544	Prediche religiose, ricatto morale ecc. Basta impegnarsi nel concreto. Non possiamo rendere una donna schiava del suo corpo, costringendola a sopportare lo stato di gravidanze in casi particolari. Fin quando tutto ciò non si avvererà, la legge attuale rimane la risorsa  migliore	0	0	prediche ricatto concreto una donna corpo lo stato gravidanze casi tutto ciò si la legge la risorsa
2544	2545	@msgaiafalanga Anche io, porca puttana	0	0	@msgaiafalanga io puttana
2545	2546	"e niente poi non corregge m a i la pronuncia e non intendo tipo una o più chiusa o una più aperta o la differenza tha breath e breathema una mia compagna ha letto idea idia""cioè dai porca puttana sei un'insegnante non imparerà mai se non la correggi"""	0	0	niente m i la pronuncia tipo una una più aperta o la differenza tha breath breathema una mia compagna idea puttana un'insegnante la correggi
2546	2547	"gliel'ho appena detto e mi fa la stessa cosa vale per te""porca puttana sto tutta la settimana fuori/a studiare in bagno per lasciargli la stanza libera e se il sabato sto a letto e non può mettersi al pc mi fa diecimila casini"""	0	0	"gliel' mi la stessa cosa te""porca puttana la settimana bagno la stanza il sabato letto pc mi casini"
2547	2548	#Amici17 RAGA SIAMO IN DIRETTA NON PERDETE TEMPO PER STE MINCHIATE DANIELE TVB MA STAI ZITTO PORCA PUTTANA	0	0	# amici17 raga siamo diretta perdete tempo ste minchiate daniele tvb ma stai zitto porca puttana
2548	2549	@ Daniele e Zic tagliatevi i capelli porca puttana #Amici17	0	0	@ daniele zic i capelli puttana # amici17
2549	2550	Quelle tute sono più brutte del mio pigiama anti stupro #Amici7	0	0	quelle tute pigiama stupro # amici7
2550	2551	ora gia' immagino chi fate andare in panchina dei blu! se non va Biondo mi fate imbestialire porca puttana,,  non mi toccate Lauren Shepora e Irama #amici17	0	0	immagino chi panchina blu biondo mi puttana mi lauren shepora irama # amici17
2551	2552	MA PORCA PUTTANA GARRISON HAI ROTTO I COGLIONI MA QUALE MURO TRA SEPHORA E IL PUBBLICO CHE QUI SIAMO TUTTI BIMBI DI SEPHORA #AMICI17	0	0	porca puttana garrison hai rotto i coglioni quale muro sephora che tutti bimbi sephora # amici17
2552	2553	Dai ragazzi Garrison è un figlio di puttana infame ma di che cazzo stiamo parlando  #Amici17	0	0	ragazzi garrison un figlio puttana che cazzo # amici17
2553	2554	Matteo inascoltabile? Ma porca puttana allora continua ad ascoltarti come un dejavu a ripetizione dai #amici17	0	0	matteo puttana un dejavu ripetizione # amici17
2554	2555	"@gabelmanu Io sapevo Figa di Legno"" ma la Storia è controversa...?"""	0	0	@gabelmanu io figa legno la storia
2555	2556	RT @marcozzgdr: bianca porca puttana dove sei	0	0	rt @marcozzgdr puttana
2556	2557	adesso come faccio?? PORCA PUTTANA MAIALA	0	0	puttana maiala
2557	2558	Oggi tutto di sinistro con Dybala e Costa. Leggo critiche ad Allegri però porca puttana mica ci vuole la scienza per battere il Benevento. Responsabilità più dei giocatori in questi testacoda. #BeneventoJuve	0	0	tutto sinistro dybala costa critiche allegri puttana ci la scienza il benevento responsabilità giocatori questi testacoda # beneventojuve
2558	2559	Ma perché @stanzaselvaggia deve sempre essere così acida? Anche quando dice cose giuste passa dalla parte del torto lanciando inutili frecce avvelenate a @CarolynSmith51? Mah?? #BallandoConLeStelle	0	0	@stanzaselvaggia cose parte torto frecce @carolynsmith51 mah # ballandoconlestelle
2559	2560	Porca puttana che meraviglia Grant Ward in giacca e cravatta	0	0	puttana che grant ward giacca cravatta
2560	2561	Quand'è che le scuole introdurranno dei corsi di difesa personale soprattutto anti stupro ???	0	0	quand' le scuole corsi difesa stupro
2561	2562	Allora ... non mi hanno fatto vedere le #FP, mi sono dovuto guardare pezzetti di #Q1 #Q2 e #Q3. Domani partita del figlio con pranzo fuori! Porca puttana se alle 17 non sono sul @DivaniDaCorsaF1 a vedere #BahrainGP scenderanno cristi come se piovesse!	0	0	mi le # fp mi pezzetti # q1 # q2 # q3 partita figlio pranzo puttana # bahraingp cristi
2562	2563	MA PORCA PUTTANA BRYAN  #amici17	0	0	porca puttana bryan # amici17
2563	2564	@Uonder_fool Mia mamma si è permessa di usare la mia scatola super figa, a due piani, della stabilo	0	0	@uonder_fool mia mamma si la mia scatola figa piani stabilo
2564	2565	Ma porca puttana Eva fate cantare Emmaaaaa invece di fare ste pagliacciate #amici17	0	0	puttana eva emmaaaaa pagliacciate # amici17
2565	2566	La mia serata a puttane! Era meglio stare a casa a vedere #Amici17 #QueenMary mi manchi	0	0	la mia serata puttane casa # amici17 # queenmary mi
2566	2567	"Allora Rudy, se metti in mezzo i pokèmon informati prima. Non hanno i superpoteri"" i pokèmon porca puttana. Adesso capisco perchè ti piace Biondo, sei tarato. #Amici17"""	0	0	rudy mezzo i pokèmon i superpoteri i pokèmon puttana ti biondo # amici17
2567	2568	ERMAL META VOCE DEL TWITTER, TI AMO, REGALATEMI UN META PORCA PUTTANA #Amici17	0	0	ermal meta voce del twitter ti amo regalatemi un meta porca puttana # amici17
2568	2569	Ermal porca puttana tutta la mia vita sei.#Amici17	0	0	ermal puttana la mia vita
2569	2570	Guarda che commento di merda porca puttana perchè quella ragazza non la sta insultando?????????????????? #Amici17	0	0	che commento merda puttana quella ragazza la # amici17
2570	2571	@OscarCarnevale @carminedacunzo @giusepeppi @____carlo____ @realvarriale @bncalcio @juventusfc @PauDybala_JR @G_Higuain Cioè qua siamo di fronte a vette altissime di incoerenza. ..napoletano che tifa Juve però prende in giro i piemontesi. ...cazzo ma porc	0	0	@bncalcio @paudybala_jr @paudybala_jr @g_higuain fronte vette incoerenza che juve giro i piemontesi cazzo porc
2571	2572	Porca puttana Carmen, canta e chetati! Che pesantezza! #Amici17	0	0	puttana carmen chetati che pesantezza # amici17
2572	2573	Serata crazy seduta sul cesso dalle 21.30 alle 22.30 e non sono neanche riuscita a cacare, sono uscita e già me ne sono pentita porcaccia cagna maiala perché non sono rimasta a casa a vedere #ungiornoinpretura	0	0	serata crazy cesso me ne porcaccia cagna casa # ungiornoinpretura
2573	2574	ERMAL COME ASFALTI TU NESSUNO, TI AMO PORCA PUTTANA. #Amici17	0	0	ermal asfalti tu nessuno ti porca puttana # amici17
2574	2575	ALMENO UN SECONDO PORCA PUTTANA.Ecco perché odio essere sociale.	0	0	almeno un secondo porca
2575	2576	- sta facendo un casino solo perché non l’ho voluto abbracciare e mi sta riempiendo di scenate di gelosia. Ma porca troia, se un giorno mi calcoli ed un altro no, se un giorno mi dici determinate cose e poi l’altro te ne sbatti, che cazzo devo fare? Mi ha	0	0	un casino l’ mi scenate gelosia troia un giorno mi calcoli un altro un giorno mi determinate cose l’altro te ne che cazzo mi
2576	2577	Sto una merda Ma veramente di grosso ragà E PORCA PUTTANA VOI NON MERITATE NULLA DA ME PORCA MISERIA	0	0	una merda ragà porca meritate nulla da me porca miseria
2577	2578	"Stasera le sto leggendo TUTTE.L'ultima:Che ce ne facciamo della qualità artistica?""RAGA MA SIETE SERI PORCA PUTTANA???!Ditemi di cosa vi fate perchè dev'essere davvero roba buona."""	0	0	"le tutte.l' tutte.l'ultima che ce ne qualità artistica?""raga ma siete seri porca puttana???!ditemi cosa vi roba"
2578	2579	Ma che cazzo ??? https://t.co/J1OCnHtaUr	0	0	che cazzo
2579	2580	il televoto? la cosa più sbagliata! MA COME CAZZO STATE VOTANDO PORCA PUTTANA, CE LA FATE? #Amici17	0	0	il televoto la cosa ma come state votando porca puttana ce la fate # amici17
2580	2581	VOLETE VOTARE IL TALENTO PORCA PUTTANA!!BIONDO NON È UN CAZZO NON HA TALENTO È STONATO QUANTO UNA CAMPANA, E CARMEN, BRYAN E LAUREN RISCHIO ELIMINAZIONE.  ARRAPATEVI DI MENO #Amici17	0	0	volete il il talento porca puttana!!biondo non un cazzo non talento stonato quanto una campana carmen bryan lauren lauren rischio eliminazione arrapatevi meno # amici17
2581	2582	RT @urieIsmith: VAI MATTEO PORCA PUTTANA	0	0	rt @urieismith vai matteo porca puttana
2582	2583	@GuerriJimmy @frln86 @JedHemlock porca puttana !!senti chi parla :D :D	0	0	@jedhemlock puttana chi :d
2583	2584	Okay ma non allunghiamo il brodo porca puttana, è quasi l’unAAAAAAAAAA #Amici17	0	0	il brodo puttana l’unaaaaaaaaaa # amici17
2584	2585	Ormai mi hanno spoilerato tutta la serie porca puttana lo faccio anche io ora	0	0	mi la serie puttana lo io
2585	2586	RAGA MA CAZZO SIGNIFICA CHE VALENTINA ACCEDE ALLA SECONDA PUNTATA E FILIPPO SE NE TORNA A CASA?!? RAGAZZI LA COERENZA PORCA PUTTANA. VALENTINA CHE È SEMPRE STATA VALUTATA COME NON BALLERINA VA AVANTI. #amici17	0	0	raga ma cazzo significa che valentina accede seconda puntata filippo se ne torna casa ragazzi la coerenza porca puttana valentina che sempre stata valutata come non ballerina va avanti # amici17
2586	2587	"Top story: Asia Argento on Twitter: In Italia ci hanno elette nemiche #1 perch… https://t.co/EDkNcliAJN, see more https://t.co/A7rPphOyfD"""	0	0	story asia argento twitter italia ci # perch https://t.co/edkncliajn see more https://t.co/a7rpphoyfd
2587	2588	Mi fa fame pure mo porca puttana ???	0	0	mi fame mo porca puttana
2588	2589	@AmiciUfficiale @LauraPausini PORCA PUTTANA PORCA. Io SONO MORTA. DATEMI LAURA ORA @LauraPausini #Amici17	0	0	porca io morta datemi laura ora # amici17
2589	2590	"sta sera le ho mandato tutte le foto e mi fa alcune foto sono veramente fighe, ma il mio telefono le fa decisamente meglio della tua macchina fotografica""PORCA PUTTANA ok la mia macchina non sarà il massimo ma comunque mi sono impegnata per farle le foto meglio che potevo"""	0	0	"sera le le foto mi alcune foto fighe il mio telefono le macchina fotografica""porca puttana ok la mia macchina il massimo mi le foto"
2590	2591	Volete un motivo valido per non truccarvi? No idee femministe,no sono già figa così bensì rientrare a casa alle 1.23 leggermente brilla ed avere le lenzuola pulite, per evitare l'effetto sacra sindone	0	0	un motivo idee figa casa le lenzuola l'effetto sindone
2591	2592	adesso quel commento ve lo traduco io che non so il coreano dice porca puttana yixing torna presto mi mancano le tue strizzate di culo	0	0	quel commento ve lo io che il coreano puttana yixing mi culo
2592	2593	Biondo alto capelli lunghi accento del nord porca puttana ma chi seiiiiii	0	0	biondo capelli accento nord puttana chi seiiiiii
2593	2594	@laltrodiego A me sembra di vedere molte cose, probabilmente non tutto, ma sul postare foto, ho una linea ed una morale che spero sia coerente sempre, e vale per tutto.Adesso ho visto queste ed ho espresso un pensiero alle 2:16 porca puttana, siete polemi	0	0	me molte cose tutto foto una linea una morale che tutto queste un pensiero puttana
2594	2595	raga stasera mi hanno rubato il telefono al bar quindi ecco, porca puttana la mia vita fa cagare	0	0	raga mi il telefono bar puttana la mia vita
2595	2596	STA COSA DEL FISICO MADONNA! MA SERIA?! MA PORCA PUTTANA MO PROPRIO SCOPPIO #amici17	0	0	sta sta cosa del fisico madonna ma seria porca mo scoppio # amici17
2596	2597	Ma io ma io ma io sono morta ma io vaffanculo ma io Porca puttana eva https://t.co/6mjlQ4wfXn	0	0	io io io io io puttana eva https://t.co/6mjlq4wfxn
2597	2598	PORCA PUTTANA HO PERSO DIECI ANNI DI VITA	0	0	puttana perso dieci anni vita
2598	2599	No ok cioè siamo già partiti male porca puttana ma percheeeeee#BTS24HoursLeft https://t.co/xmBK90Jmk0	0	0	ok puttana percheeeeee#bts24hoursleft https://t.co/xmbk90jmk0
2599	2600	cazzo oggi abbiamo otto aprile can we like. stoppare il tempo porca puttana	0	0	aprile can we like il tempo puttana
2600	2601	porca puttana che sogno delccazzo ho fatto di nuovo	0	0	puttana sogno delccazzo
2601	2602	@ZitelleArturo @AsiaArgento @lauraboldrini Penso di poter negare recisamente,da uomo,che si segue Asia Argento in quanto “bella”	0	0	@asiaargento @lauraboldrini uomo che si asia argento
2602	2603	tesoro mio. PORCA PUTTANA JAUREGUI NON DIRE STE COSE CHE MI EMOZIONO. https://t.co/7KP2eu5QdW	0	0	tesoro puttana jauregui non dire ste cose che mi emoziono https://t.co/7kp2eu5qdw
2603	2604	PORCA PUTTANA IL DODICI APRILE È SARÀ IL GIORNO DEL MIO DECESSO ZAYN TI ODIO#Z2IsComing	0	0	il dodici aprile sarà il giorno del decesso zayn ti
2604	2605	lrt il fatto che si ricordino pure di chi è stato o non è stato a un meeting....... porca puttana siamo milioni io sto piangendo sul serio	0	0	il fatto si chi un meeting puttana milioni io serio
2605	2606	"ho incontrato la mia maestra dell'asilo alla fine, tutto ok non mi ha detto niente. arriva la mia prof delle medie e mi dispiace, mannaggia quante persone hai perso in un anno. tua sorella come sta? si è guarita?"" ma porca puttana"""	0	0	la mia maestra asilo fine tutto mi niente la mia prof medie mi quante persone un anno sorella si puttana
2606	2607	@vitalbaa L’unica reazione da giornalisti seri all’esclusione di @jacopo_iacoboni sarebbe stata andarsene, chi lo ha fatto? La posizione di @stanzaselvaggia è meschina perché sminuisce le cazzate del @Mov5Stelle seguendo la linea del Fatto. Che cazzo di s	0	0	l’unica reazione giornalisti esclusione @jacopo_iacoboni chi lo la posizione @stanzaselvaggia le cazzate @mov5stelle la linea fatto che cazzo s
2607	2608	@307_3358 @TocToc_it @tonyeldoret @IlTweetDiDio @AnnaLizzy68 @lauraboldrini @gq_gianni @ERTIGRE2 @janavel7 @Framodeo @NFratoianni @EvasoreHonesto @ballelettorali Che cazzo di lingua parli coglione ?	0	0	@toctoc_it @tonyeldoret @iltweetdidio @annalizzy68 @lauraboldrini @gq_gianni @gq_gianni @ertigre2 @janavel7 @framodeo @nfratoianni che che cazzo lingua
2608	2609	Ma porca puttana , continuate a parlare di cosa fanno, di chi sono, del loro modo di essere e fare, ma cazzo nessuno si è chiesto perchè un 30% di italiani li ha votati!Quando si perde, prima ci si chiede il perchè si è perso poi quali sono i meriti dell’avversario, non le colpe	0	0	puttana cosa chi modo cazzo nessuno si italiani li si ci si il perchè si i meriti avversario le colpe
2609	2610	Sto incassando porca puttana	0	0	puttana
2610	2611	NO VABBE MI STO SPOILERANDO TUTTA #lacasadicarta porca puttana	0	0	vabbe mi sto spoilerando tutta lacasadicarta puttana
2611	2612	@MetaErmal ERMAL PORCA PUTTANA LA PROSSIMA VOLTA PARLA, ASFALTA LA CELENTANO COME TU SAI FARE	0	0	@metaermal ermal porca puttana la prossima volta parla asfalta la celentano come tu sai fare
2612	2613	@manuela_repetti @AsiaArgento Se lo fa liberamente non vedo quale sia il problema. Non mi pare sia una donna che sta nell'ombra. Forse in quanto a buon esempio è meglio la foto di Asia Argento con il cane?  È più dignitosa?	0	0	@manuela_repetti @asiaargento lo quale il problema mi una donna che ombra esempio la foto asia argento il cane
2613	2614	Porca puttana quanto fa freddo, e i termosifoni sono pure spenti, grazie al cazzo che sto male da dieci giorni	0	0	puttana i termosifoni grazie al cazzo che giorni
2614	2615	"Inquietante come i giornali parlino di queste cose con toni positivi alla vedete donne, guardate e imparate"" mentre alle donne che raggiungono traguardi lavorativi o civili niente.foto su foto di una che stira camice su Asia Argento che interverrà a Harvard zero https://t.co/N5PIwnEnMp"""	0	0	i giornali queste cose toni donne donne che traguardi foto una che camice asia argento che harvard https://t.co/n5piwnenmp
2615	2616	@ilPadrinoSal @1979NERO @Mirko799 @MaurizioJj @U_mBertOsTwEet Eh ... purtroppo mio padre ha deciso di farmi nascere nel 88.Potrei dire che mio padre è un incosciente, perché mi ha fatto appassionare alla Juve senza avermi istruito sui 90 anni precedenti.P	0	0	@ilpadrinosal eh purtroppo mio padre 88.potrei padre un incosciente mi juve anni p
2616	2617	Un pallonetto come si deve ed era goal porca puttana! #perisic #TorinoINTER	0	0	un pallonetto si goal puttana # perisic # torinointer
2617	2618	"Mi è piaciuto un video di @YouTube: https://t.co/atRWQl7Htf Cristina... porca puttana!"". Christian De Sica e Massimo Ghini - Natale"""	0	0	mi un video @youtube https://t.co/atrwql7htf cristina puttana christian de sica massimo ghini natale
2618	2619	Tagliamerda è in forma oggi. Porca puttana. 3 partite lo mandano ad arbitrare 2 volte... tutto casuale.	0	0	tagliamerda forma puttana partite lo volte tutto
2619	2620	Ma che cazzo alza la bandierina quel figlio di puttana se c’è il Var? Tutto casuale... si. La colpa è del Var, giusto?	0	0	che cazzo la bandierina quel figlio puttana se c’ il var tutto si la colpa var
2620	2621	Stiamo dominando, dobbiamo solo segnare porca puttana #amala #TorinoInter #Inter	0	0	puttana # amala # torinointer # inter
2621	2622	D'Ambrosio mannaggia a te porca puttana... #TorinoInter #Amala	0	0	ambrosio mannaggia te puttana # torinointer # amala
2622	2623	Ma porca puttana che cazzo hanno combinato!!!! #TorinoInter	0	0	puttana che che cazzo # torinointer
2623	2624	"Radiocronista radio rai:  l'inter non subisce gol da 5 partite e mezzo, handanovic non ha ancora fatto una parata"" e tac tenpo 30 secondi e gol del Torino.... porca puttana se portano sfiga.... #TorinoInter"""	0	0	radio rai l'inter gol partite mezzo handanovic una parata tac tenpo secondi gol torino puttana sfiga # torinointer
2624	2625	Mi mancano una ventina di pagine di storia, erano 46. Napoleone te ne puoi andare a fanculo ovunque tu sia perché porca puttana sei fottutamente noioso da studiare.	0	0	mi una ventina pagine storia napoleone te ne fanculo tu puttana
2625	2626	Non sono dimagrita e mi voglio ammazzare dieta del cazzo che non funzioni e porca puttana vomito	0	0	mi dieta cazzo che funzioni puttana
2626	2627	Che nervoso....porca puttana bastarda infame zvdjdiebdjidhhdbghdfh	0	0	che nervoso....porca puttana zvdjdiebdjidhhdbghdfh
2627	2628	Uno dei primi tempi più belli della stagione e siamo sotto porca di quella lurida troia ladra	0	0	uno tempi stagione porca quella troia ladra
2628	2629	sentite stasera aggiorno lo SweatyJohnny thread, cazzo se lo aggiorno, preparatevi porca puttana	0	0	lo sweatyjohnny thread cazzo lo puttana
2629	2630	sto cercando di mantenere la fottuta CaLmA MA PORCA PUTTANA NON C'È LA FACCIO ODDIO AIUTATEMI #Z2IsComing	0	0	la fottuta porca porca puttana non c' la faccio oddio aiutatemi # z2iscoming
2630	2631	Vi considerate femministe e praticamente criticate la #Isoardi un giorno si e l'altro pure per DELLE SUE SCELTE. Fatevi curare porca puttana.	0	0	vi femministe la # isoardi un giorno si l'altro delle sue scelte puttana
2631	2632	Retweeted Asia Argento (@AsiaArgento):In Italia ci hanno elette nemiche #1 perché dalla parte delle donne, della pace, la verità, le minoranze e gli immigrati. Promotrici di un cambiamento culturale: la parità... https://t.co/HrQbjwo8YB	0	0	retweeted asia argento italia ci # parte donne pace la verità le minoranze gli immigrati promotrici un cambiamento la parità https://t.co/hrqbjwo8yb
2632	2633	Retweeted Asia Argento (@AsiaArgento):Grazie @lauraboldrini #iostoconlaura #forEver	0	0	retweeted asia argento @asiaargento):grazie @lauraboldrini # iostoconlaura # forever
2633	2634	Perisic e le bestemmie che mi fai tirare solo tu e il signore le sapete porca puttana	0	0	perisic le bestemmie che mi tu il signore le puttana
2634	2635	Ma porca puttana siete pazzi?! ???https://t.co/uPsMS8X3Qi	0	0	porca puttana pazzi
2635	2636	ma porca puttana ohhh minchia sta maledetta palla non vuole proprio entrare cazz #TorinoInter	0	0	puttana ohhh minchia palla cazz # torinointer
2636	2637	@its_just_aly_ Guarda, non dirmelo che porca puttana che fastidio	0	0	@its_just_aly _ guarda puttana che fastidio
2637	2638	#Torino e #Milan si potevano fare 6 punti a mani basse se solo avessimo avuto un po di fortuna.Usciamo con 1.Che TROIA la Dea#TorinoInter	0	0	# torino # milan si punti mani un po fortuna troia la dea#torinointer
2638	2639	Il nervoso che non riesco nemmeno  a guardare la partita. Porca puttana. Mai uno streaming.	0	0	il nervoso che la partita puttana uno streaming
2639	2640	Ma Icardi ha giocato il secondo tempo porca puttana?	0	0	icardi il secondo tempo puttana
2640	2641	@AsiaArgento @lauraboldrini Ancora c'è da capire cosa ha tolto il patriarcato ad Asia Argento e a Laura Boldrini. Ma ve bene lo stesso.	0	0	c' cosa il patriarcato asia argento laura boldrini lo stesso
2641	2642	Adesso torno al lavoro e accolgo tutti con PORCA PUTTANA CREPATE TUTTI	0	0	lavoro tutti porca puttana crepate tutti
2642	2643	Quando ho visto un coglione come sirigu diventare yashin.... SIRIGU CHE NON FACEVA UNA PARATA DA QUANDO ERA A PALERMO... SIRIGU PORCA DI QUELLA LURIDA TROIA EVA..	0	0	un coglione yashin sirigu non faceva una parata quando era palermo sirigu porca quella lurida troia eva
2643	2644	In tutto questo gode la Lazio e stasera il Milan tornerà ufficialmente in corsa, in una stagione dove dovevi essere terzo in carrozza. Solo noi porca puttana	0	0	tutto questo la lazio il milan corsa una stagione carrozza noi puttana
2644	2645	"Ho però molta frustrazione addosso"" is the new ""Porca di quella grandissima puttana maiala lurida infame bestia"".#torinointer https://t.co/aQcRfrePTO"""	0	0	"molta frustrazione is the new porca quella grandissima puttana maiala bestia"".#torinointer https://t.co/aqcrfrepto"
2645	2646	RT @hesthirI: PORCA PUTTANA LA CANZONE DI HARRY CAZZO	0	0	rt @hesthiri puttana la canzone harry cazzo
2646	2647	Giuro che io gli ignoranti non li sopporto. Ma fatevi una cazzo di cultura porca puttana. Non è difficile, basta leggere! Almeno quello lo saprete fare, no?	0	0	io gli ignoranti li una cazzo cultura puttana quello lo
2647	2648	@_MagliaNera_ Sirigu... Porca puttana che non faceva una parata da quando era a palermo... Porca eva ma a me ste cose fanno salire il crimine...	0	0	@_maglianera _ sirigu puttana che una parata palermo porca eva me cose il crimine
2648	2649	Ragazzi non cambierò marca di assorbenti mai più nella vita, ho messo UN (1) assorbente di marca diversa dalla solita e sto subendo le pene dell'inferno da due giorni porca puttana	0	0	ragazzi marca assorbenti vita un marca solita le pene inferno giorni puttana
2649	2650	quanto brucia questa sconfitta porca puttana, meritavamo di vincere, siamo stati superiori ma contro la sfortunata non c’è nulla da fare, guardiamo avanti e daje, sempre e solo #ForzaInter #AMALA #TorinoInter	0	0	quanto questa sconfitta puttana la sfortunata c’ nulla daje # forzainter # amala # torinointer
2650	2651	Maledetti maledettiiiii Dio caneeeeee ma porca puttana ladra chi cazzo me lo fa fare chiiiii	0	0	maledetti dio caneeeeee puttana ladra chi me lo
2651	2652	@cryIngwsel PH PORCA PUTTANA MA TUTTE STA SETTIMANA	0	0	ph porca puttana ma tutte sta settimana
2652	2653	se solo penso che ieri la Roma ha perso e oggi era la nostra grande occasione per andare al 3 posto e allontanarci dalla Lazio..PORCA PUTTANA MA PERCHÉ DICO IO	0	0	la roma la nostra grande occasione posto lazio porca puttana ma perché dico io
2653	2654	Quanto mi stanno sul cazzo i ragazzi pompati che non sanno parlare d' altro se non vantarsi dei propri muscoli. Porca puttana ma esisterà qualche ragazzo con un cervello?	0	0	mi cazzo i ragazzi che altro muscoli puttana qualche ragazzo un cervello
2654	2655	porca puttana non mi dovete toccare hyunjin.che cazzo avete al posto del cervello? segatura?È ANCORA UN RAGAZZINO E HA APPENA DEBUTTATO E VOI CHE FATE?GETTATE MERDA SU DI LUI.molto maturo come comportamento.	0	0	puttana mi hyunjin.che cazzo posto cervello segatura?è ancora un ragazzino ha appena debuttato voi che merda su di lui.molto comportamento
2655	2656	"+Inizia con la I"" e semina terrore tra le persone-INTER, PORCA PUTTANA, INTER!!!#TorinoInter #TORINT"""	0	0	terrore le persone-inter puttana inter!!!#torinointer # torint
2656	2657	Comunque l'@Inter culona ha ormai stravinto la classifica per pali presi nel corso di questa stagione.La gente però ha le fette di merda davanti agl'occhi e continua con la solita tiritera.#Inter#amala #FCIM	0	0	l'@inter culona la classifica pali corso questa stagione la gente le fette merda agl'occhi solita # fcim
2657	2658	hahahahhhhhahaha porca puttana la troverà con le muffe sopra https://t.co/OSRQJItwxd	0	0	hahahahhhhhahaha puttana la le muffe https://t.co/osrqjitwxd
2658	2659	porca puttana!!! l'aveva quasi presa!!! #forzacasteddu	0	0	puttana l' # forzacasteddu
2659	2660	Per me le stagioni si dividono in:-posso lasciare il burrocacao nel cruscotto della macchina.-porca puttana ho lasciato il burrocacao nel cruscotto della macchina.	0	0	me le stagioni si il burrocacao cruscotto macchina.-porca il burrocacao cruscotto macchina
2660	2661	"cioè porca puttana, ma che cazzo serve ripetere sempre le stesse cose  da agosto ad aprile? Tutti sappiamo cosa manca, inutile ripeterlo tanto per dire l'avevo detto"". Bravi, l'avevate detto. Nel contempo si può dire che 21 pali in 31 partite sono anche sfiga?"""	0	0	puttana che cazzo le stesse cose agosto aprile tutti cosa l' bravi l' contempo si pali partite sfiga
2661	2662	RT @pap1pap: cioè porca puttana, ma che cazzo serve ripetere sempre le stesse cose  da agosto ad aprile? Tutti sappiamo cosa manca, inutile…	0	0	rt @pap1pap puttana che cazzo le stesse cose agosto aprile tutti cosa
2662	2663	L’Inter ha perso contro il Torino. @godzyperplesso mi ha sfottuto un sacco. Io sono stato zitto e subito perché ha ragione lei. COME SONO MATURO PORCA DI QUELLA TROIA DOVEVATE SOLO FARE GOL MERDACCIA TROIA IMPESTATA FIGA IL TORO DI MAZZARRI MAZZARRI MERDA MA CHE CAZZO FATE GOL	0	0	l’inter il torino mi un sacco io ragione lei maturo porca troia dovevate fare gol merdaccia troia impestata figa il toro mazzarri mazzarri merda ma che cazzo fate gol
2663	2664	Mamma mia ma quanto siete catastrofici porca puttanaMa smettete di tifare	0	0	mamma porca puttanama
2664	2665	"Porca puttana smettila di lamentarti di avere delle amiche false"" e ""di merda"" quando quella che ha il carattere piú schifoso dell'universo sei tu. Con questo, non ti dedicherò mai piú miei tweet. Li spendo per parlare del KPop della quale ti penti di avermi fatto conoscere."""	0	0	porca puttana delle amiche merda quella che il carattere universo tu questo ti tweet li kpop quale ti
2665	2666	Le frasi che dico più spesso sono o porca puttana o che deficiente boh ok	0	0	le frasi che puttana boh ok
2666	2667	@BarbieXanax Porca merda tutti quei soldi e la casa arredata malissimo, non posso farcela scusate	0	0	merda quei soldi la casa
2667	2668	@AsiaArgento @lauraboldrini asia argento non ha bisogno del mio parere	0	0	@lauraboldrini asia argento bisogno parere
2668	2669	Ancora c’è qualche capra in giro che ha il coraggio ancora di criticare icardi....gente che si merita ANDRÈ SILVA TUTTA LA VITA PORCA PUTTANA https://t.co/peuGeCiJTx	0	0	c’ qualche capra giro che il coraggio icardi gente che si andrè silva tutta la vita porca puttana https://t.co/peugecijtx
2669	2670	Pensiamo allo Stadio!!!!! Porca puttana!!!!!	0	0	stadio puttana
2670	2671	Parlate troppo porca puttana!	0	0	puttana
2671	2672	MI DEVO SFOGARE, PORCA PUTTANA OL MOO FEGATO #NapoliChievo	0	0	mi devo sfogare puttana ol moo fegato # napolichievo
2672	2673	NON È FINITA FINCHE NON È FINITA....PORCA PUTTANA!!!!! #NapoliChievo	0	0	finita finche non finita puttana # napolichievo
2673	2674	Ci volevano i fischi per far cacciare la cattiveria. Ultimi 8 minuti di pura cattiveria, di tutta la squadra, porca puttana. #NapoliChievo	0	0	ci i fischi la cattiveria minuti cattiveria la squadra puttana # napolichievo
